iter	Passed	Remaining
399	17926	26889
400	17965	26836
401	18006	26785
402	18046	26734
403	18085	26680
404	18129	26635
405	18178	26595
406	18220	26547
407	18271	26511
408	18315	26466
409	18361	26422
410	18407	26380
411	18451	26333
412	18490	26280
413	18524	26221
414	18561	26164
415	18595	26105
416	18629	26046
417	18665	25988
418	18704	25936
419	18743	25883
420	18781	25830
421	18811	25765
422	18847	25709
423	18880	25649
424	18910	25584
425	18944	25525
426	18977	25465
427	19009	25405
428	19039	25341
429	19069	25278
430	19098	25214
431	19128	25150
432	19156	25085
433	19190	25027
434	19219	24963
435	19250	24902
436	19279	24838
437	19316	24785
438	19348	24725
439	19379	24664
440	19411	24605
441	19439	24541
442	19467	24477
443	19497	24415
444	19526	24353
445	19556	24292
446	19587	24232
447	19618	24172
448	19648	24111
449	19679	24053
450	19710	23993
451	19739	23932
452	19772	23875
453	19805	23819
454	19839	23763
455	19872	23707
456	19905	23650
457	19936	23592
458	19964	23531
459	19992	23469
460	20023	23411
461	20055	23354
462	20086	23296
463	20116	23238
464	20146	23178
465	20178	23122
466	20208	23064
467	20239	23007
468	20271	22951
469	20303	22894
470	20334	22838
471	20364	22780
472	20396	22724
473	20430	22671
474	20469	22624
475	20506	22574
476	20540	22521
477	20576	22470
478	20612	22420
479	20648	22369
480	20685	22319
481	20718	22266
482	20759	22221
483	20797	22172
484	20835	22124
485	20872	22075
486	20910	22026
487	20946	21976
488	20980	21924
489	21014	21872
490	21049	21820
491	21079	21764
492	21111	21711
493	21139	21653
494	21171	21599
495	21208	21550
496	21244	21500
497	21278	21449
498	21307	21393
499	21339	21339
500	21372	21287
501	21404	21233
502	21435	21180
503	21465	21125
504	21495	21070
505	21525	21015
506	21555	20959
507	21586	20906
508	21616	20852
509	21648	20799
510	21679	20746
511	21706	20688
512	21735	20634
513	21766	20581
514	21797	20527
515	21828	20474
516	21858	20421
517	21894	20372
518	21932	20326
519	21972	20282
520	22005	20231
521	22033	20176
522	22065	20124
523	22096	20072
524	22124	20017
525	22156	19965
526	22185	19912
527	22216	19860
528	22246	19807
529	22275	19753
530	22304	19700
