iter	Logloss
241	0.3196578246
242	0.3196052141
243	0.3195501259
244	0.3194995275
245	0.3194452618
246	0.3193771362
247	0.3193070752
248	0.3192581225
249	0.319207974
250	0.3191528638
251	0.319110065
252	0.3190725551
253	0.3190247384
254	0.3189649929
255	0.3189125675
256	0.3188641097
257	0.3187979083
258	0.3187302166
259	0.3186835242
260	0.3186273382
261	0.3185605773
262	0.3185043224
263	0.3184345931
264	0.3183959323
265	0.3183487733
266	0.3182767432
267	0.3182120769
268	0.3181512533
269	0.318096339
270	0.3180412387
271	0.3179794243
272	0.3179282137
273	0.3178654372
274	0.3177963692
275	0.3177322957
276	0.3176738202
277	0.3176241348
278	0.3175537622
279	0.3175006425
280	0.3174493364
281	0.3173803039
282	0.3173309793
283	0.3173140368
284	0.3172608842
285	0.3172066677
286	0.3171368915
287	0.3170877457
288	0.317056664
289	0.3170202415
290	0.3169861627
291	0.3169550745
292	0.3168983942
293	0.3168470653
294	0.3167866038
295	0.3167303502
296	0.3166919364
297	0.3166748768
298	0.3166079491
299	0.3165653464
300	0.3165095037
301	0.3164554896
302	0.3164003066
303	0.3163527601
304	0.3163041906
305	0.3162589111
306	0.3162134619
307	0.3161617634
308	0.3161069386
309	0.3160653447
310	0.3160195634
311	0.3159551922
312	0.3159018081
313	0.3158611279
314	0.3157960323
315	0.3157470079
316	0.3156938274
317	0.3156549905
318	0.315605914
319	0.3155698665
320	0.3155158685
321	0.3154534609
322	0.3153948451
323	0.315335682
324	0.3152821946
325	0.3152201541
326	0.3151593428
327	0.3151054682
328	0.3150496652
329	0.3150148854
330	0.3149842656
331	0.3149477183
332	0.3148989104
333	0.3148913603
334	0.3148450676
335	0.3147799648
336	0.3147390751
337	0.3146980679
338	0.3146512451
339	0.314612836
340	0.3145698897
341	0.3145169149
342	0.3144773421
343	0.3144246232
344	0.3143804601
345	0.3143436836
346	0.3142965382
347	0.3142394524
348	0.3142025821
349	0.3141724739
350	0.3141488834
351	0.3141042619
352	0.314069325
353	0.3140245061
354	0.3139855467
355	0.3139484128
356	0.3138850995
357	0.313848162
358	0.3137995914
359	0.3137610322
360	0.3137242104
361	0.3136973777
362	0.3136740768
363	0.3136142064
364	0.3135553677
365	0.3135148464
366	0.3134738725
367	0.3134147172
368	0.313366783
369	0.3133330287
370	0.3132970118
371	0.3132869659
372	0.3132562515
373	0.3132118294
374	0.3131623833
375	0.3131183029
376	0.3130719311
377	0.3130346965
378	0.3129875811
379	0.312970529
380	0.3129206241
381	0.3128680053
382	0.3128313431
383	0.312788418
384	0.3127415445
385	0.3126808765
386	0.312621577
387	0.3125714057
388	0.3125217778
389	0.3124674322
390	0.3124304498
391	0.3123876771
392	0.3123536553
393	0.3123127378
394	0.312271708
395	0.3122044465
396	0.3121489608
397	0.3121023564
398	0.3120621256
399	0.3120133446
400	0.311974375
401	0.3119286824
402	0.3118720914
403	0.3118132295
404	0.3117558444
405	0.3117099973
406	0.3116562564
407	0.3116002331
408	0.3115542469
409	0.3114948609
410	0.3114575248
411	0.3114175129
412	0.3113722812
413	0.3113294914
414	0.3112925448
415	0.3112731421
416	0.3112295845
417	0.3112102505
418	0.3111581683
419	0.3111188007
420	0.3110803439
421	0.3110482884
422	0.3110109484
423	0.3109725362
424	0.3109179963
425	0.3108774307
426	0.3108419805
427	0.310799654
428	0.3107599798
429	0.3107147112
430	0.3106659041
431	0.3106239416
432	0.3105796781
433	0.3105323472
434	0.3104878394
435	0.3104388201
436	0.3104384496
437	0.3103967406
438	0.3103446487
439	0.3102848507
440	0.3102232887
441	0.3101737814
442	0.3101421117
443	0.3100999184
444	0.3100671187
445	0.3100133779
446	0.3099710273
447	0.3099256227
448	0.309858571
449	0.3098218148
450	0.3097714741
451	0.3097408018
452	0.309686382
453	0.3096446388
454	0.309610363
455	0.3095482103
456	0.3094942057
457	0.3094438402
458	0.3093926296
459	0.3093527618
460	0.3093153436
461	0.309281372
462	0.3092143052
463	0.3091603938
464	0.3091247752
465	0.3090972533
466	0.3090661159
467	0.3090430133
468	0.3090077897
469	0.3089666215
470	0.3089075475
471	0.3088573524
472	0.3088139079
473	0.3087796578
474	0.3087270293
475	0.3086731344
476	0.3086169215
477	0.3086014131
478	0.3085611905
479	0.3085073237
480	0.3084612451
481	0.3084222955
482	0.3083863522
483	0.3083414347
484	0.3083095154
485	0.3082600496
486	0.3082061988
487	0.3081483063
488	0.3080882724
489	0.3080669269
490	0.3080238339
491	0.308016771
492	0.3079624618
493	0.3079229947
494	0.3078879496
495	0.3078433432
496	0.3078119198
497	0.3077590794
498	0.3077253405
499	0.3076822839
500	0.3076362962
501	0.3075982898
502	0.3075457355
503	0.3075032461
504	0.3074503633
505	0.3074028205
506	0.307347528
507	0.3072953751
508	0.3072621859
509	0.3072156265
510	0.3071792796
511	0.3071423792
512	0.3070997934
513	0.3070709429
514	0.3070432165
515	0.3070098007
516	0.3069418315
517	0.3069076851
518	0.3068697723
519	0.3068294866
520	0.3067877073
521	0.3067556976
522	0.3067026853
523	0.3066529055
524	0.3066379861
525	0.3065910889
526	0.3065541083
527	0.3065008065
528	0.3064555736
529	0.3064100945
530	0.3063783477
531	0.3063359039
532	0.3062896467
533	0.3062414115
534	0.306191924
535	0.3061442036
536	0.306105768
537	0.3060892807
538	0.306045083
539	0.3060140604
540	0.3059929893
541	0.305959888
542	0.3059251691
543	0.3058801029
544	0.3058386173
545	0.3058065072
546	0.3057480465
547	0.3056968575
548	0.3056512552
549	0.3056232122
550	0.3055856065
551	0.3055674663
552	0.3055328973
553	0.3054778114
554	0.3054447907
555	0.3053861329
556	0.3053490221
557	0.3052974124
558	0.3052652176
559	0.3052226519
560	0.3051689248
561	0.3051351036
562	0.3051138427
563	0.3050851781
564	0.3050461236
565	0.3050124287
566	0.3049586899
567	0.3049199177
568	0.304889271
569	0.3048478092
570	0.3048061668
571	0.3047664068
572	0.3047156675
573	0.3046681497
574	0.3046572055
575	0.3046019407
576	0.3045579583
577	0.3045159896
578	0.3044762078
579	0.3044363739
580	0.3044047188
581	0.3043718238
582	0.3043313949
583	0.3042986251
584	0.304285898
585	0.3042398236
586	0.3041932247
587	0.3041495192
588	0.3041163907
589	0.3040813376
590	0.3040397302
591	0.3040086323
592	0.3039854239
593	0.3039645875
594	0.3039246813
595	0.3038803398
596	0.3038369814
597	0.3037974635
598	0.303747206
599	0.3037124708
600	0.303669843
601	0.3036325727
602	0.3035979408
603	0.3035539182
604	0.3035142774
605	0.3034772042
606	0.3034431214
607	0.3033850636
608	0.3033611422
609	0.3033225998
610	0.3032709362
611	0.30324299
612	0.3031943783
613	0.3031667027
614	0.3031104317
615	0.3030734698
616	0.3030333996
617	0.3029982091
618	0.3029358109
619	0.3028969792
620	0.302857066
621	0.3028248945
622	0.3027906289
623	0.3027371955
624	0.302709974
625	0.3026698574
626	0.3026262111
627	0.3025932593
628	0.3025648675
629	0.3025552496
630	0.3025247399
631	0.3025018041
632	0.3024732175
633	0.3024445526
634	0.3024079964
635	0.3023638191
636	0.302299594
637	0.3022700092
638	0.3022131848
639	0.3021836453
640	0.3021508881
641	0.3021200941
642	0.302083023
643	0.3020447524
644	0.3019992228
645	0.3019615374
646	0.3019170852
647	0.3018741023
648	0.3018178126
649	0.3017828978
650	0.3017533753
651	0.3017224362
652	0.3016761665
653	0.3016285746
654	0.3015898464
655	0.3015249571
656	0.3014814099
657	0.3014442091
658	0.3014201684
659	0.3013775323
660	0.3013448026
661	0.3013185595
662	0.3012791976
663	0.3012298644
664	0.301170949
665	0.3011395032
666	0.301103588
667	0.3010730819
668	0.3010140764
669	0.3009784542
670	0.300947711
671	0.3009061548
672	0.3008725545
673	0.3008176738
674	0.3007758946
675	0.3007446067
676	0.3007168872
677	0.300655818
678	0.3006046796
679	0.3005551052
680	0.300517997
681	0.3004909842
682	0.3004493177
683	0.3004069922
684	0.3003891979
685	0.3003389203
686	0.300292607
687	0.3002534861
688	0.3002188606
689	0.3001762619
690	0.3001211165
691	0.3001008852
692	0.30004157
693	0.2999943986
694	0.2999587168
695	0.2999376896
696	0.2998820789
697	0.2998427558
698	0.2997881636
699	0.2997698463
700	0.2997304595
701	0.2996869254
702	0.2996479729
703	0.2995980351
704	0.2995334272
705	0.2995071289
706	0.2994855294
707	0.2994314594
708	0.2993897138
709	0.2993619753
710	0.2993374816
711	0.2993062942
712	0.2992462412
713	0.2992171235
714	0.2991638309
715	0.2991246053
716	0.2991038181
717	0.2990746239
718	0.2990346113
719	0.2989955
720	0.2989839832
721	0.2989589691
722	0.2989291715
723	0.29889366
724	0.2988639155
725	0.2988184034
726	0.2987815662
727	0.2987529852
728	0.2987301318
729	0.2987011729
730	0.2986638454
731	0.2986377187
732	0.2986173883
733	0.2985964361
734	0.2985512954
735	0.2985143156
736	0.298481543
737	0.2984443701
738	0.2984065155
739	0.298375046
740	0.2983275664
741	0.2982905585
742	0.2982493153
743	0.2982220599
744	0.2981629824
745	0.2981178839
746	0.2980892208
747	0.2980659503
748	0.298034354
749	0.2979897634
750	0.2979526791
751	0.2978928859
752	0.2978609963
753	0.2978308232
754	0.2978068379
755	0.2977704004
756	0.29774798
757	0.2977103993
758	0.2976669088
759	0.2976401164
760	0.2975934305
761	0.2975602993
762	0.2975297158
763	0.2975072525
764	0.2974616206
765	0.2974412942
766	0.2973864984
767	0.2973380339
768	0.2973047628
769	0.297266667
770	0.2972163728
771	0.2971898145
772	0.2971831829
773	0.2971494504
774	0.2971426524
775	0.2971108323
776	0.2970734012
777	0.2970280957
778	0.2969957905
779	0.2969577378
780	0.2969126799
781	0.2968771829
782	0.2968215988
783	0.2967854676
784	0.2967473914
785	0.2967373262
786	0.2967074331
787	0.2966689322
788	0.2966344403
789	0.2965961306
790	0.2965595629
791	0.2965083683
792	0.2964693593
793	0.2964394456
794	0.2963912689
795	0.2963502522
796	0.2963092518
797	0.2962665821
798	0.2962107546
799	0.2961718798
800	0.2961199581
801	0.2960693164
802	0.2960388206
803	0.2960155893
804	0.2959736299
805	0.2959316802
806	0.2958895365
807	0.2958489249
808	0.2958045626
809	0.2957589349
810	0.2957214224
811	0.2956856672
812	0.2956606044
813	0.2956072984
814	0.2955764362
815	0.2955320815
816	0.2954868417
817	0.2954388354
818	0.2954101059
819	0.295394121
820	0.2953527957
821	0.2953083106
822	0.2952702616
823	0.2952367444
824	0.2952118436
825	0.2951805954
826	0.2951497155
827	0.2951312904
828	0.2950999164
829	0.2950704653
830	0.2950347316
831	0.295007206
832	0.2949775744
833	0.294911642
834	0.2948743541
835	0.2948462679
836	0.2948057069
837	0.2947964026
838	0.2947374575
839	0.2947119905
840	0.2946574775
841	0.2946295389
842	0.2945940138
843	0.294544068
844	0.2945097644
845	0.2944981351
846	0.294479246
847	0.294422862
848	0.2943939749
849	0.2943527818
850	0.2943007707
851	0.2942712043
852	0.2942552907
853	0.2942035474
854	0.2941698951
855	0.2941252026
856	0.2941026232
857	0.2940569563
858	0.2940234743
859	0.2939737085
860	0.2939168346
861	0.2938798628
862	0.2938437211
863	0.2938095555
864	0.293774274
865	0.2937419526
866	0.2937028083
867	0.2936561177
868	0.2936127175
869	0.2935939629
870	0.2935403428
871	0.2935103277
872	0.2934685396
873	0.2934328208
874	0.2933982674
875	0.2933784714
876	0.2933361152
877	0.2932893595
878	0.2932521301
879	0.2932161759
880	0.2931845529
881	0.2931642697
882	0.2931306292
883	0.2931002442
884	0.2930661157
885	0.2930121123
886	0.2929747427
887	0.2929603444
888	0.2929320302
889	0.2928882235
890	0.2928404552
891	0.2927998732
892	0.2927595675
893	0.2927324309
894	0.2927013161
895	0.2926693025
896	0.2926163511
897	0.2925871597
898	0.2925570252
899	0.2925404214
900	0.2925189802
901	0.2924941717
902	0.2924513666
903	0.2924235422
904	0.2923875428
905	0.2923509688
906	0.2923221809
907	0.2922854613
908	0.2922470732
909	0.2922108391
910	0.2921478679
911	0.292091294
912	0.2920631154
913	0.2920233397
914	0.2919942824
915	0.2919609448
916	0.2919289473
917	0.2919008633
918	0.2918730377
919	0.291832411
920	0.2917888704
921	0.2917330027
922	0.2917001771
923	0.2916801228
924	0.291654495
925	0.2916162406
926	0.2915691608
927	0.291533439
928	0.2915058743
929	0.2914803107
930	0.2914378822
931	0.2914117588
932	0.291379928
933	0.2913492666
934	0.291333977
935	0.2913030626
936	0.2912643233
937	0.291227536
938	0.2911900735
939	0.2911347788
940	0.2910951378
941	0.2910672313
942	0.2910301438
943	0.290990913
944	0.2909464613
945	0.2909239019
946	0.2909202885
947	0.2908898561
948	0.290844223
949	0.2908046572
950	0.2907460524
951	0.2907202158
952	0.290697439
953	0.290688829
954	0.290668121
955	0.2906417682
956	0.2906005886
957	0.2905775707
958	0.2905507063
959	0.2905208066
960	0.2904744844
961	0.2904549882
962	0.2904205153
963	0.2903836838
964	0.2903681584
965	0.2903482092
966	0.2903156308
967	0.2902710817
968	0.2902253914
969	0.2901904
970	0.2901624697
971	0.290114826
972	0.2900732102
973	0.2900406679
974	0.2900021713
975	0.2899561475
976	0.2899291338
977	0.2898993116
978	0.2898693909
979	0.2898464417
980	0.2898443164
981	0.2897994352
982	0.2897608974
983	0.2897060167
984	0.2896760318
985	0.2896388402
986	0.2896180711
987	0.2895607125
988	0.2895285687
989	0.2894932555
990	0.2894529225
991	0.2894266354
992	0.2893847379
993	0.2893375826
994	0.2893064617
995	0.2892695657
996	0.2892377427
997	0.28918404
998	0.2891531486
999	0.2891436418

